"cityName","UdiseCode","SchName","SchMgmt","SchCat","DistrictCode","BlockCode","BlockName","ClusterCode","ClusterName","VillageCode","VillageName","SchLocation","BldStatus","No_Bldg_Blks_Sch_Tot","Pucca_Bldg","Part_Pucca","Kuchcha_Bldg","Tent","Dilap_Bldg","Bldg_UnderCons","BoundWall_Type","Clsrm_UsedforInstPurp","Clsrm_UnderCons","Clsrm_DilapCond","Clsrm_InstPurp_Pre-Pri","Clsrm_InstPurp_Pri","Clsrm_InstPurp_UprPri","Clsrm_InstPurp_Sec","Clsrm_InstPurp_HighSec","OtherRooms","Pucca_GudCond","Pucca_MinRep","Pucca_MajRep","PartPucca_GudCond","PartPucca_MinRep","PartPucca_MajRep","Kuchcha_GudCond","Kuchcha_MinRep","Kuchcha_MajRep","Tent_GudCond","Tent_MinRep","Tent_MajRep","LandAvail_Exp_SchFacl","HT/Princ_SepRoom_Avail","SchToilet","Toilet_ExclCWSN_B_Tot","Toilet_ExclCWSN_B_Func","Toilet_ExclCWSN_G_Tot","Toilet_ExclCWSN_G_Func","Toilet_CWSN_B_Tot","Toilet_CWSN_B_Func","Toilet_CWSN_G_Tot","Toilet_CWSN_G_Func","Urnl_B_Tot","Urnl_B_Func","Urnl_G_Tot","Urnl_G_Func","Toilet_RunWat_B","Toilet_RunWat_G","Urnl_RunWater_B","Urnl_RunWater_G","HandwashFac_Toilet/Urnl","IncerAvail_GToilet","DrnkWater_Avail","HandPump_Avail","HandPump_Func","ProtWell_Avail","ProtWell_Func","UnprotWell_Avail","UnprotWell_Func","TapWater_Avail","TapWater_Func","Pkg/BtldWater_Avail","Pkg/BtldWater_Func","OthrDrnkWaterSrc_Avail","OthrDrnkWaterSrc_Func","WaterPurf/RO","WaterQltyTesting","RainWaterHarv","HandwashFac_After_Meal","No.ofWashPnts","Elect_Con","SolarPnl","Library","Lib_Books","Lib_NCERT","BookBank","BookBank_Books","BookBank_NCERT","ReadingCorner","No.OfBooks_RC","FTLibrarian","Nwsp/Mag","Playgrnd_Fac","SchlArrngmt_Playing","MdlCheckup _LstYr","Med_Check_Cond_LastYear","De-Worming_Tblt","Iron&FolicAcid_Tblts","RampAvail","Avail_Hand-Rails_Ramp","Spcl_Educator_Avail","Kitc_Gard_Avail","EachClsRms_Dustbin","Toilet_Dustbin","Kitchen_Dustbin","StudNo_Fur","School Type","C0B","C0G","C1B","C1G","C2B","C2G","C3B","C3G","C4B","C4G","C5B","C5G","C6B","C6G","C7B","C7G","C8B","C8G","C9B","C9G","C10B","C10G","C11B","C11G","C12B","C12G","total","Tot B_0-12","Tot G_0-12","teachers","classrooms","enrol less than 10","more than 100","more than 50"
"Pune","27251400201","PMC SCHOOL NO. 151 B","17","2","2725","272514","Aundh","2725140001","Aundh CRC No. 1","272514002","BANER BALEWADI","2-Urban","3-Government","1","1","0","0","0","0","0","1-Pucca","15","0","0","0","7","8","0","0","5","15","0","0","0","0","0","0","0","0","0","0","0","1-Yes","1-Yes","1-Yes","5","5","5","5","5","5","5","5","3","3","3","3","5","5","3","3","1-Yes","2-No","1-Yes","1-Yes","1-Yes","2-No","NA","2-No","NA","1-Yes","1-Yes","2-No","NA","1-Yes","1-Yes","1-Yes","1-Yes","1-Yes","1-Yes","11","1-Yes","2-No","1-Yes","1054","0","2-No","0","0","1-Yes","215","2-No","1-Yes","1-Yes","NA","1-Yes","2","1-Complete(Two doses)","1-Yes","2-No","NA","1- Dedicated","2-No","1","1-Yes","2-No","1110","3-Co-educational","78","87","60","48","66","63","76","59","92","64","68","68","78","74","83","79","77","51","0","0","0","0","0","0","0","0","1106","678","593","24","15","0","1","1"
"Pune","27251400202","PMC SCHOOL NO. 152 B","17","2","2725","272514","Aundh","2725140001","Aundh CRC No. 1","272514002","BANER BALEWADI","2-Urban","3-Government","1","1","0","0","0","0","0","1-Pucca","17","0","0","1","11","5","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","2-No","1-Yes","1-Yes","6","6","7","7","1","1","0","0","6","6","7","7","6","7","6","7","1-Yes","2-No","1-Yes","2-No","NA","2-No","NA","2-No","NA","1-Yes","1-Yes","2-No","NA","2-No","NA","1-Yes","1-Yes","2-No","1-Yes","2","1-Yes","2-No","2-No","0","0","1-Yes","800","0","2-No","0","2-No","2-No","1-Yes","NA","1-Yes","1","2-Partially(One dose)","1-Yes","1-Yes","2-No","2-At Cluster level","2-No","1","1-Yes","2-No","794","3-Co-educational","45","42","26","26","50","41","42","30","54","65","54","48","42","38","43","43","40","65","0","0","0","0","0","0","0","0","707","396","398","17","17","0","1","1"
"Pune","27251400203","BALWADKAR VIDHYALAYA","4","3","2725","272514","Aundh","2725140001","Aundh CRC No. 1","272514002","BANER BALEWADI","2-Urban","2-Rented","1","1","0","0","0","0","0","1-Pucca","26","6","0","0","2","7","7","10","6","26","0","0","0","0","0","0","0","0","0","0","0","1-Yes","1-Yes","1-Yes","11","11","11","11","1","1","1","1","15","15","15","15","5","5","5","5","1-Yes","1-Yes","1-Yes","1-Yes","1-Yes","1-Yes","1-Yes","1-Yes","1-Yes","1-Yes","1-Yes","2-No","NA","2-No","NA","1-Yes","1-Yes","1-Yes","1-Yes","24","1-Yes","2-No","1-Yes","1314","514","1-Yes","1314","514","1-Yes","1314","2-No","1-Yes","2-No","2-No","1-Yes","1","1-Complete(Two doses)","1-Yes","1-Yes","1-Yes","1- Dedicated","1-Yes","1","1-Yes","2-No","670","3-Co-educational","0","0","0","0","0","0","0","0","0","0","58","39","80","35","64","49","102","73","135","128","84","83","116","111","127","102","1386","766","620","35","26","0","1","1"
"Pune","27251400204","DEVDHAR KRIDA PRABHODINI","4","3","2725","272514","Aundh","2725140001","Aundh CRC No. 1","272514002","BANER BALEWADI","2-Urban","4-Govt. school in rent free building","1","1","0","0","0","0","0","1-Pucca","16","0","0","0","4","4","4","4","16","16","0","0","0","0","0","0","0","0","0","0","0","2-No","1-Yes","1-Yes","2","2","2","2","0","0","0","0","2","2","0","0","2","2","2","0","1-Yes","2-No","1-Yes","2-No","NA","2-No","NA","2-No","NA","1-Yes","2-No","2-No","NA","1-Yes","1-Yes","1-Yes","1-Yes","2-No","1-Yes","2","1-Yes","3-Yes , but not functional","1-Yes","3600","3600","1-Yes","100","100","1-Yes","1","2-No","1-Yes","1-Yes","NA","1-Yes","1","1-Complete(Two doses)","1-Yes","1-Yes","2-No","1- Dedicated","2-No","1","1-Yes","2-No","233","3-Co-educational","0","0","0","0","0","0","0","0","0","0","3","1","2","3","11","6","9","5","29","16","13","20","46","16","33","17","230","146","84","13","16","0","1","1"
"Pune","27251400205","SHRI KHANDERAI PRATISHTHANACHE PRATHAMIK VIDYALAYA BALEWADI PUNE 45","25","1","2725","272514","Aundh","2725140001","Aundh CRC No. 1","272514002","BANER BALEWADI","2-Urban","2-Rented","2","2","0","0","0","0","0","1-Pucca","8","16","0","0","8","0","0","0","2","8","0","0","0","0","0","0","0","0","0","0","0","1-Yes","1-Yes","1-Yes","8","8","8","8","0","0","0","0","8","8","8","8","8","8","8","8","1-Yes","NA","1-Yes","2-No","NA","2-No","NA","2-No","NA","1-Yes","1-Yes","2-No","NA","2-No","NA","1-Yes","2-No","2-No","2-No","0","1-Yes","2-No","1-Yes","200","0","1-Yes","0","0","2-No","0","2-No","1-Yes","1-Yes","NA","1-Yes","1","3-Not Given","2-No","1-Yes","1-Yes","3-No","2-No","1","2-No","2-No","343","3-Co-educational","0","0","48","28","37","43","58","33","55","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","343","198","145","8","8","0","1","1"
"Pune","27251400206","DNYANESHWAR BALAJI MURKUTE (PATIL) PRIMARY","25","2","2725","272514","Aundh","2725140001","Aundh CRC No. 1","272514002","BANER BALEWADI","2-Urban","2-Rented","1","1","0","0","0","0","0","1-Pucca","10","0","0","3","5","2","0","0","3","10","0","0","0","0","0","0","0","0","0","0","0","1-Yes","1-Yes","1-Yes","2","2","6","6","0","0","0","0","6","6","6","6","2","6","6","6","1-Yes","3-Yes , but not functional","1-Yes","2-No","NA","2-No","NA","2-No","NA","1-Yes","1-Yes","2-No","NA","2-No","NA","1-Yes","1-Yes","2-No","1-Yes","4","1-Yes","1-Yes","1-Yes","2204","14","1-Yes","120","0","1-Yes","160","2-No","1-Yes","1-Yes","NA","1-Yes","1","1-Complete(Two doses)","1-Yes","1-Yes","2-No","3-No","2-No","1","1-Yes","2-No","468","3-Co-educational","71","62","35","32","36","26","39","26","43","31","44","24","34","32","32","34","0","0","0","0","0","0","0","0","0","0","468","334","267","9","10","0","1","1"
"Pune","27251400207","D B MURKUTE HIGH SCHOOL","19","7","2725","272514","Aundh","2725140001","Aundh CRC No. 1","272514002","BANER BALEWADI","2-Urban","2-Rented","10","0","10","0","0","0","0","1-Pucca","8","0","0","0","0","6","2","0","2","0","0","0","8","0","0","0","0","0","0","0","0","1-Yes","1-Yes","1-Yes","2","2","6","6","0","0","0","0","6","6","0","0","2","6","6","0","1-Yes","3-Yes , but not functional","1-Yes","2-No","NA","2-No","NA","2-No","NA","1-Yes","1-Yes","2-No","NA","2-No","NA","1-Yes","1-Yes","2-No","1-Yes","4","1-Yes","1-Yes","1-Yes","1500","17","2-No","0","0","2-No","0","2-No","1-Yes","1-Yes","NA","1-Yes","1","1-Complete(Two doses)","1-Yes","1-Yes","2-No","3-No","2-No","1","1-Yes","2-No","215","3-Co-educational","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","34","31","43","46","26","0","0","0","0","214","111","103","5","8","0","1","1"
"Pune","27251400208","BHARATI VIDYAPEETH ENG","27","3","2725","272514","Aundh","2725140001","Aundh CRC No. 1","272514002","BANER BALEWADI","2-Urban","1-Private","1","1","0","0","0","0","0","7-Partial","24","0","0","0","10","6","4","4","17","24","0","0","0","0","0","0","0","0","0","0","0","2-No","1-Yes","1-Yes","8","8","17","8","0","0","0","0","15","15","0","0","8","8","15","0","1-Yes","2-No","1-Yes","2-No","NA","2-No","NA","2-No","NA","1-Yes","1-Yes","2-No","NA","1-Yes","2-No","1-Yes","1-Yes","2-No","1-Yes","3","1-Yes","2-No","1-Yes","3670","0","2-No","0","0","1-Yes","250","1-Yes","1-Yes","1-Yes","NA","2-No","0","NA","NA","1-Yes","1-Yes","1- Dedicated","2-No","1","1-Yes","2-No","1063","3-Co-educational","0","0","47","46","57","40","40","52","53","37","51","45","54","36","49","32","39","28","42","39","49","26","24","24","25","23","958","530","428","43","24","0","1","1"
"Pune","27251400209","THE ORCHID SCHOOL","27","3","2725","272514","Aundh","2725140001","Aundh CRC No. 1","272514002","BANER BALEWADI","2-Urban","1-Private","1","1","0","0","0","0","0","1-Pucca","36","0","0","0","15","9","6","6","36","36","0","0","0","0","0","0","0","0","0","0","0","2-No","1-Yes","1-Yes","1","1","5","5","15","15","22","22","50","50","0","0","16","27","50","0","1-Yes","1-Yes","1-Yes","2-No","NA","2-No","NA","2-No","NA","1-Yes","1-Yes","2-No","NA","1-Yes","1-Yes","1-Yes","1-Yes","2-No","1-Yes","20","1-Yes","2-No","1-Yes","20918","598","2-No","0","0","1-Yes","3","1-Yes","1-Yes","1-Yes","NA","2-No","0","NA","NA","1-Yes","1-Yes","1- Dedicated","2-No","1","1-Yes","1-Yes","1270","3-Co-educational","0","0","60","43","46","56","50","54","51","54","54","50","51","50","56","50","44","59","57","51","49","54","60","46","68","30","1243","646","597","59","36","0","1","1"
"Pune","27251400210","VINDYANCHAL SCHOOL","27","2","2725","272514","Aundh","2725140001","Aundh CRC No. 1","272514002","BANER BALEWADI","2-Urban","2-Rented","2","2","0","0","0","0","0","1-Pucca","20","0","0","0","20","0","0","0","21","20","0","0","0","0","0","0","0","0","0","0","0","1-Yes","1-Yes","1-Yes","19","19","15","15","1","0","0","0","5","5","0","0","0","0","0","0","1-Yes","2-No","1-Yes","2-No","NA","2-No","NA","2-No","NA","1-Yes","1-Yes","2-No","NA","1-Yes","1-Yes","1-Yes","1-Yes","2-No","1-Yes","8","1-Yes","1-Yes","1-Yes","5114","0","1-Yes","0","0","2-No","0","1-Yes","1-Yes","1-Yes","NA","1-Yes","2","1-Complete(Two doses)","2-No","1-Yes","1-Yes","1- Dedicated","1-Yes","1","1-Yes","1-Yes","400","3-Co-educational","47","34","51","40","45","45","47","39","47","43","34","28","36","38","27","33","0","0","0","0","0","0","0","0","0","0","553","334","300","20","20","0","1","1"
"Pune","27251400211","VIDYANCHAL SCHOOL ENG MEDI","27","7","2725","272514","Aundh","2725140001","Aundh CRC No. 1","272514002","BANER BALEWADI","2-Urban","2-Rented","2","2","0","0","0","0","0","1-Pucca","6","0","0","0","0","2","4","0","4","6","0","0","0","0","0","0","0","0","0","0","0","1-Yes","1-Yes","1-Yes","19","19","15","15","1","0","0","0","5","5","0","0","0","0","0","0","1-Yes","2-No","1-Yes","2-No","NA","2-No","NA","2-No","NA","1-Yes","1-Yes","2-No","NA","1-Yes","1-Yes","1-Yes","1-Yes","2-No","1-Yes","5","1-Yes","1-Yes","1-Yes","5114","0","2-No","0","0","2-No","0","1-Yes","1-Yes","1-Yes","NA","1-Yes","2","1-Complete(Two doses)","2-No","1-Yes","1-Yes","3-No","2-No","1","1-Yes","2-No","300","3-Co-educational","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","43","37","27","30","24","0","0","0","0","192","98","94","9","6","0","1","1"
"Pune","27251400212","PMC SCHOOL NO. 121 B","17","2","2725","272514","Aundh","2725140001","Aundh CRC No. 1","272514002","BANER BALEWADI","2-Urban","3-Government","1","0","1","0","0","0","0","2-Pucca but Broken","14","0","0","1","10","3","0","0","3","14","0","0","0","0","0","0","0","0","0","0","0","2-No","1-Yes","1-Yes","7","7","7","7","1","1","1","1","6","6","6","6","0","0","0","0","1-Yes","2-No","1-Yes","2-No","NA","2-No","NA","2-No","NA","1-Yes","1-Yes","2-No","NA","2-No","NA","2-No","1-Yes","2-No","1-Yes","8","1-Yes","2-No","1-Yes","133","133","2-No","0","0","2-No","0","2-No","2-No","1-Yes","NA","1-Yes","1","1-Complete(Two doses)","1-Yes","1-Yes","2-No","2-At Cluster level","2-No","1","1-Yes","2-No","705","3-Co-educational","51","34","49","49","53","40","55","50","45","55","56","60","57","56","56","52","0","0","0","0","0","0","0","0","0","0","733","422","396","18","14","0","1","1"
"Pune","27251400213","C. M. INTERNATIONAL SCHOOL","27","2","2725","272514","Aundh","2725140001","Aundh CRC No. 1","272514002","BANER BALEWADI","2-Urban","1-Private","1","1","0","0","0","0","0","1-Pucca","33","0","0","0","11","22","0","0","4","33","0","0","0","0","0","0","0","0","0","0","0","1-Yes","1-Yes","1-Yes","10","10","10","10","10","10","10","10","12","12","12","12","0","0","0","0","1-Yes","1-Yes","1-Yes","2-No","NA","2-No","NA","2-No","NA","1-Yes","1-Yes","1-Yes","1-Yes","2-No","NA","1-Yes","1-Yes","1-Yes","1-Yes","10","1-Yes","1-Yes","1-Yes","1635","500","2-No","0","0","2-No","0","1-Yes","1-Yes","1-Yes","NA","1-Yes","2","3-Not Given","2-No","1-Yes","2-No","1- Dedicated","1-Yes","1","1-Yes","1-Yes","1200","3-Co-educational","0","0","39","42","73","69","65","38","50","46","38","27","37","21","19","19","0","0","0","0","0","0","0","0","0","0","583","321","262","18","33","0","1","1"
